Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-05,939.02001953125,945.5999755859375,857.7000122070312,873.280029296875,30839700,0,0
2022-05-06,887.0,888.0,843.1099853515625,865.6500244140625,24301000,0,0
2022-05-09,836.4500122070312,845.6300048828125,781.1500244140625,787.1099853515625,30270100,0,0
2022-05-10,819.3099975585938,825.3599853515625,774.25,800.0399780273438,28133900,0,0
2022-05-11,795.0,809.77001953125,727.2000122070312,734.0,32408200,0,0
2022-05-12,701.0,759.6599731445312,680.0,728.0,46771000,0,0
2022-05-13,773.47998046875,787.3499755859375,751.5700073242188,769.5900268554688,30716900,0,0
2022-05-16,767.1599731445312,769.760009765625,719.0900268554688,724.3699951171875,28699500,0,0
2022-05-17,747.3599853515625,764.47998046875,728.8499755859375,761.6099853515625,26745400,0,0
2022-05-18,744.52001953125,760.5,700.8099975585938,709.8099975585938,29270600,0,0
2022-05-19,707.0,734.0,694.1099853515625,709.4199829101562,30098900,0,0
2022-05-20,713.989990234375,721.5800170898438,633.0,663.9000244140625,48324400,0,0
2022-05-23,655.02001953125,679.9600219726562,638.0599975585938,674.9000244140625,29634500,0,0
2022-05-24,653.530029296875,653.9199829101562,620.5700073242188,628.1599731445312,29697500,0,0
2022-05-25,623.8499755859375,669.3200073242188,623.010009765625,658.7999877929688,30713100,0,0
2022-05-26,661.4199829101562,718.6699829101562,653.6599731445312,707.72998046875,35334400,0,0
2022-05-27,723.25,759.7999877929688,720.530029296875,759.6300048828125,29765000,0,0
2022-05-31,773.8400268554688,778.7999877929688,734.22998046875,758.260009765625,33971500,0,0
2022-06-01,755.1599731445312,771.97998046875,730.9199829101562,740.3699951171875,25749300,0,0
2022-06-02,732.469970703125,792.6300048828125,726.2000122070312,775.0,31157700,0,0
2022-06-03,729.6799926757812,743.3900146484375,700.25,703.5499877929688,37348100,0,0
2022-06-06,733.0599975585938,734.5999755859375,703.0499877929688,714.8400268554688,28068200,0,0
2022-06-07,702.0,719.989990234375,690.280029296875,716.6599731445312,24269500,0,0
2022-06-08,720.260009765625,749.8900146484375,717.530029296875,725.5999755859375,25403500,0,0
2022-06-09,748.02001953125,766.6400146484375,717.97998046875,719.1199951171875,32163800,0,0
2022-06-10,705.469970703125,718.5,683.739990234375,696.6900024414062,32512200,0,0
2022-06-13,669.5,679.9000244140625,644.0499877929688,647.2100219726562,34255800,0,0
2022-06-14,654.8599853515625,678.989990234375,635.2100219726562,662.6699829101562,32662900,0,0
2022-06-15,662.75,706.989990234375,654.4500122070312,699.0,39710600,0,0
2022-06-16,668.2100219726562,675.5,626.0800170898438,639.2999877929688,35796900,0,0
2022-06-17,640.2999877929688,662.9099731445312,639.5900268554688,650.280029296875,30810900,0,0
2022-06-21,673.8099975585938,730.72998046875,673.0,711.1099853515625,40931000,0,0
2022-06-22,703.510009765625,740.5,701.47998046875,708.260009765625,33702500,0,0
2022-06-23,713.719970703125,717.9500122070312,685.9099731445312,705.2100219726562,34734200,0,0
2022-06-24,712.4099731445312,738.2000122070312,708.260009765625,737.1199951171875,31866500,0,0
2022-06-27,748.0999755859375,756.2100219726562,727.7000122070312,734.760009765625,29726100,0,0
2022-06-28,733.4500122070312,749.9099731445312,697.030029296875,697.989990234375,30130400,0,0
2022-06-29,691.5,693.52001953125,666.8200073242188,685.469970703125,27632400,0,0
2022-06-30,673.530029296875,688.3699951171875,656.5900268554688,673.4199829101562,31533500,0,0
2022-07-01,681.0,690.6900024414062,666.3599853515625,681.7899780273438,24781500,0,0
2022-07-05,669.0,699.4400024414062,648.5,699.2000122070312,28193700,0,0
2022-07-06,692.3400268554688,703.6900024414062,681.5599975585938,695.2000122070312,23951200,0,0
2022-07-07,701.760009765625,736.0900268554688,696.6300048828125,733.6300048828125,27310200,0,0
2022-07-08,727.0,764.9400024414062,723.47998046875,752.2899780273438,33343700,0,0
2022-07-11,756.3099975585938,759.1900024414062,700.8800048828125,703.030029296875,33080400,0,0
2022-07-12,710.5399780273438,719.3200073242188,685.1099853515625,699.2100219726562,29310300,0,0
2022-07-13,676.5,726.1799926757812,675.0999755859375,711.1199951171875,32651500,0,0
2022-07-14,704.6900024414062,715.9600219726562,688.0,714.9400024414062,26185800,0,0
2022-07-15,720.0,730.8699951171875,710.6699829101562,720.2000122070312,23165500,0,0
2022-07-18,734.8099975585938,751.5499877929688,718.8099975585938,721.6400146484375,27512500,0,0
2022-07-19,735.0,741.4199829101562,710.9299926757812,736.5900268554688,26963400,0,0
2022-07-20,740.3499755859375,751.989990234375,730.4500122070312,742.5,29621400,0,0
2022-07-21,765.3200073242188,819.7999877929688,764.5999755859375,815.1199951171875,47344100,0,0
2022-07-22,828.6599731445312,842.3599853515625,812.1400146484375,816.72998046875,34421200,0,0
2022-07-25,816.6500244140625,822.4400024414062,802.2000122070312,805.2999877929688,21357800,0,0
2022-07-26,799.5399780273438,801.9299926757812,768.7899780273438,776.5800170898438,22273600,0,0
2022-07-27,791.4299926757812,827.780029296875,785.3699951171875,824.4600219726562,29370000,0,0
2022-07-28,840.2000122070312,849.9000244140625,818.4000244140625,842.7000122070312,28241000,0,0
2022-07-29,842.0999755859375,894.9600219726562,837.2999877929688,891.4500122070312,31699000,0,0
